01 Feb 2021 19:37:08,New Town Cost,Derpette,5000.0,None
01 Feb 2021 19:37:29,Remove Town,town-poop,0.0,None
01 Feb 2021 19:37:29,Remove Town,towny-war-chest,0.0,None
